Ticker,Date,Volume,Close,Low,BBANDS_compare_high_low_price,MACD_Hist,BBANDS_Middle_Band,RSI_5,High,ADX,ADX_fluc_pctg,Historic Deaths,MACD_Signal,Historic Cases,AROON_Up,ROC_10_polarize,BBANDS_width,Open,Chaikin_AD,BBANDS_Upper_Band,STOCH_SlowK_min_max,MACD,MACD_polarize,STOCH_SlowD,Case 7-Day Moving Avg,RSI_5_polarize,Dividends,Death 7-Day Moving Avg,New Cases,daily_trend,Close_Change_pctg,SMA_10_fluc_pctg,CCI_20_polarize,STOCH_SlowK,STOCH_SlowK_fluc_pctg,STOCH_SlowD_fluc_pctg,SMA_10_min_max,STOCH_SlowD_min_max,AROON_Down_min_max,AROON_Up_min_max,AROON_polarize
JCTCF,2020-07-30,2400.0,7.11000013,7.0999999,0.0,-0.0258,7.1304,46.5616,7.19999981,44.89,0.01911551,0.0,0.1639,0.0,28.5714,1,0.2292,7.19999981,-2393333.5676,7.245,0.336552,0.1382,1,27.2323,61011.0,0,0.0,1211.0,65754.0,0.0,0.00282087,-0.01210851,0,33.6552,0.31737333,0.23482894,0.27664812,0.272323,0.071429,0.285714,1
JCTCF,2020-07-31,1000.0,7.11000013,7.11000013,0.0,-0.0306,7.1224,46.5616,7.19999981,45.6478,0.01688127,0.0,0.1563,0.0,21.4286,1,0.227,7.17000008,-2394333.5676,7.2359,0.452174,0.1257,1,34.8066,60098.0,0,0.0,1211.0,66197.0,0.0,0.0,-0.00261665,0,45.2174,0.34354869,0.27813662,0.27394453,0.348066,0.0,0.214286,1
JCTCF,2020-08-03,1700.0,7.21000004,7.13000011,-1.0,-0.0274,7.117,54.6486,7.28999996,46.5926,0.0206976,0.0,0.1495,0.0,14.2857,1,0.1858,7.28999996,-2394439.3801,7.2099,0.55527,0.1221,1,44.7998,57930.0,0,0.0,1194.0,45124.0,0.0,0.01406468,-0.00131176,0,55.527,0.22800073,0.28710647,0.27259274,0.447998,0.071429,0.142857,1
JCTCF,2020-08-04,500.0,7.23000002,7.17000008,0.0,-0.024,7.148,56.3855,7.23000002,47.443,0.01825183,0.0,0.1435,0.0,7.1429,1,0.2222,7.17000008,-2393982.3801,7.2591,0.591145,0.1195,1,53.2863,57102.0,0,0.0,1176.0,53130.0,0.0,0.00277392,-0.00241957,0,59.1145,0.06460821,0.18943165,0.27010259,0.532863,0.0,0.071429,1
JCTCF,2020-08-05,3400.0,7.42000008,7.17000008,-1.0,-0.0097,7.2134,70.1138,7.55999994,49.1181,0.03530763,0.0,0.141,0.0,0.0,1,0.449,7.17000008,-2393082.5139,7.4379,0.659183,0.1314,1,60.1866,56124.0,-1,0.0,1177.0,59210.0,0.0,0.0262794,-0.00516964,0,65.9183,0.11509528,0.12949482,0.26479503,0.601866,0.428571,0.0,-1
JCTCF,2020-08-06,4800.0,7.3499999,7.17999983,0.0,-0.0058,7.2614,61.6566,7.46999979,50.6258,0.03069541,0.0,0.1396,0.0,0.0,1,0.4362,7.3499999,-2392326.1422,7.4795,0.632415,0.1338,1,62.7581,54926.0,0,0.0,1160.0,57374.0,0.0,-0.00943399,0.0025077,0,63.2415,-0.04060784,0.04272546,0.26735632,0.627581,0.357143,0.0,-1
JCTCF,2020-08-07,900.0,7.42000008,7.30000019,0.0,0.0001,7.3232,66.8233,7.42000008,51.9826,0.02680056,0.0,0.1396,0.0,0.0,1,0.368,7.30000019,-2391458.1422,7.5072,0.631524,0.1398,1,64.1041,53878.0,0,0.0,1154.0,58855.0,0.0,0.00952383,0.00373824,0,63.1524,-0.00140888,0.02144743,0.27118403,0.641041,0.285714,0.0,-1
JCTCF,2020-08-10,2000.0,7.34000015,7.30000019,0.0,-0.0027,7.3495,55.6238,7.42999983,53.2286,0.02396956,0.0,0.1389,0.0,7.1429,1,0.2832,7.42999983,-2392298.9383,7.4911,0.544487,0.1362,1,60.2809,51520.0,0,0.0,1110.0,40661.0,0.0,-0.01078166,0.00143988,0,54.4487,-0.13782057,-0.05964049,0.27266389,0.602809,0.214286,0.071429,-1
JCTCF,2020-08-11,9400.0,7.30000019,7.30000019,-1.0,-0.008,7.3645,50.9108,7.5999999,54.8349,0.03017739,0.0,0.137,0.0,0.0,1,0.1866,7.3499999,-2401687.9383,7.4578,0.467485,0.129,1,54.7832,51395.0,0,0.0,1113.0,52254.0,0.0,-0.00544959,0.00317978,0,46.7485,-0.14142119,-0.09120136,0.27593665,0.547832,0.142857,0.0,-1
JCTCF,2020-08-12,4300.0,7.30000019,7.30000019,0.0,-0.0121,7.3411,50.9108,7.3499999,56.2806,0.0263646,0.0,0.1339,0.0,92.8571,1,0.1749,7.3499999,-2406001.9383,7.4286,0.338614,0.1218,1,45.0196,50333.0,0,0.0,1114.0,51775.0,0.0,0.0,0.00289408,0,33.8614,-0.27566874,-0.17822252,0.27892483,0.450196,0.071429,0.928571,1
JCTCF,2020-08-13,1300.0,7.34000015,7.28000021,0.0,-0.0127,7.3391,57.1306,7.34000015,57.2576,0.01735945,0.0,0.1308,0.0,85.7143,-1,0.174,7.30999994,-2404724.9383,7.4261,0.258513,0.1181,1,35.4871,49587.0,0,0.0,1106.0,52149.0,0.0,0.00547945,0.00316056,0,25.8513,-0.23655549,-0.21174111,0.28219759,0.354871,0.0,0.857143,1
JCTCF,2020-08-14,200.0,7.28000021,7.28000021,0.0,-0.0174,7.3113,46.1635,7.28000021,58.1368,0.01535517,0.0,0.1264,0.0,78.5714,-1,0.0928,7.28000021,-2404724.9383,7.3577,0.157738,0.109,1,25.1622,48762.0,0,0.0,1065.0,53084.0,0.0,-0.00817438,0.0023287,0,15.7738,-0.38982566,-0.29094798,0.28461659,0.251622,0.0,0.785714,1
JCTCF,2020-08-17,2400.0,7.28000021,7.28000021,-1.0,-0.021,7.299,45.2585,7.3499999,59.1876,0.01807461,0.0,0.1212,0.0,71.4286,-1,0.0916,7.28000021,-2407110.9383,7.3448,0.0625,0.1002,1,15.9584,46928.0,0,0.0,1050.0,37963.0,0.0,0.0,0.00095665,0,6.25,-0.60377335,-0.36577883,0.28561265,0.159584,0.0,0.714286,1
JCTCF,2020-08-18,1400.0,7.3499999,7.11000013,1.0,-0.0184,7.309,59.972,7.3499999,57.321,-0.03153701,0.0,0.1166,0.0,64.2857,-1,0.1228,7.23000002,-2405665.9383,7.3704,0.333333,0.0982,1,18.4524,45407.0,0,0.0,1022.0,41606.0,0.0,0.00961534,0.00170667,0,33.3333,4.333328,0.15628133,0.28739132,0.184524,0.0,0.642857,1
JCTCF,2020-08-19,400.0,7.13000011,7.13000011,-1.0,-0.0309,7.275,30.2045,7.46000004,56.2949,-0.01790094,0.0,0.1088,0.0,57.1429,-1,0.3144,7.46000004,-2406036.9383,7.4322,0.352381,0.0779,1,24.9405,44820.0,0,0.0,1012.0,47662.0,0.0,-0.02993194,-0.00389821,0,35.2381,0.05714406,0.3516128,0.28332171,0.249405,0.0,0.571429,1
JCTCF,2020-08-20,300.0,7.34000015,7.11000013,1.0,-0.0247,7.2752,56.2351,7.5,55.5816,-0.01267077,0.0,0.1026,0.0,50.0,1,0.315,7.11000013,-2405970.6614,7.4327,0.551159,0.078,1,41.2291,44008.0,0,0.0,982.0,46470.0,0.0,0.02945302,-0.00013683,0,55.1159,0.56409965,0.65309837,0.28317942,0.412291,1.0,0.5,-1
JCTCF,2020-08-21,2400.0,7.48999977,7.36999989,0.0,-0.0109,7.3172,67.0838,7.51999998,55.0892,-0.00885905,0.0,0.0999,0.0,42.8571,1,0.4676,7.51999998,-2404557.863,7.551,0.524673,0.089,1,47.6071,42973.0,0,0.0,979.0,45833.0,0.0,0.02043591,0.00097166,-1,52.4673,-0.0480551,0.15469656,0.28418971,0.476071,0.928571,0.428571,-1
JCTCF,2020-08-24,2300.0,7.78000021,7.5,0.0,0.0159,7.4182,79.4617,7.78000021,55.8666,0.01411166,0.0,0.1039,0.0,100.0,1,0.8574,7.5,-2402237.863,7.8469,0.838958,0.1198,1,63.8263,41419.0,-1,0.0,945.0,35151.0,0.0,0.03871835,0.00607038,-1,83.8958,0.59901119,0.34068868,0.29050756,0.638263,0.857143,1.0,1
JCTCF,2020-08-25,2100.0,7.5,7.5,0.0,0.013,7.4482,54.6562,7.61000013,56.5663,0.01252448,0.0,0.1072,0.0,92.8571,1,0.8528,7.51999998,-2404309.863,7.8746,0.834211,0.1202,1,73.2614,41278.0,0,0.0,937.0,40621.0,0.0,-0.03598974,0.00271791,-1,83.4211,-0.00565821,0.14782464,0.29335344,0.732614,0.785714,0.928571,1
JCTCF,2020-08-26,3500.0,7.78999996,7.5,0.0,0.0281,7.5802,67.7073,7.78999996,57.841,0.02253462,0.0,0.1142,0.0,100.0,1,0.706,7.5999999,-2400849.863,7.9332,0.860697,0.1423,1,84.4622,41274.0,0,0.0,908.0,47634.0,0.0,0.03866666,0.00664083,-1,86.0697,0.03174976,0.15288815,0.30032585,0.844622,0.714286,1.0,1
JCTCF,2020-08-27,0.0,7.78999996,7.78999996,0.0,0.035,7.67,67.7073,7.78999996,58.9882,0.01983368,0.0,0.1229,0.0,100.0,1,0.5718,7.78999996,-2400849.863,7.9559,0.860697,0.158,1,85.1868,41491.0,0,0.0,902.0,47989.0,100.0,0.0,0.00605848,-1,86.0697,0.0,0.00857899,0.30672909,0.851868,0.642857,1.0,1
JCTCF,2020-08-28,7300.0,7.82000017,7.55000019,0.0,0.0385,7.7365,69.2658,7.82000017,56.1458,-0.04818591,0.0,0.1326,0.0,100.0,1,0.4766,7.78999996,-2393582.863,7.9748,1.0,0.1711,1,90.7131,41342.0,0,0.0,897.0,44785.0,0.0,0.00385112,0.00726655,-1,100.0,0.16184906,0.06487273,0.31445565,0.907131,0.571429,1.0,1
JCTCF,2020-08-31,600.0,7.55000019,7.55000019,0.0,0.0201,7.6905,46.0817,7.55000019,53.5877,-0.04556173,0.0,0.1376,0.0,92.8571,1,0.5465,7.55000019,-2393582.863,7.9638,0.718314,0.1576,1,85.967,41568.0,0,0.0,856.0,36953.0,0.0,-0.03452685,0.00365356,0,71.8314,-0.281686,-0.0523199,0.31836874,0.85967,0.5,0.928571,1
JCTCF,2020-09-01,1600.0,8.02999973,7.76000023,0.0,0.0368,7.7965,68.9489,8.05000019,53.8249,0.00442639,0.0,0.1468,0.0,100.0,1,0.6094,7.76000023,-2392161.3112,8.1012,0.706193,0.1836,1,80.8169,41402.0,0,0.0,853.0,39456.0,0.0,0.0635761,0.00900138,-1,70.6193,-0.01687424,-0.05990787,0.32804474,0.808169,0.428571,1.0,1
JCTCF,2020-09-02,2400.0,7.98999977,7.98999977,0.0,0.0414,7.8364,65.969,8.05000019,54.0383,0.00396471,0.0,0.1571,1705.0,100.0,1,0.6815,8.0,-2394512.3112,8.1771,0.665995,0.1986,1,69.6834,40882.0,0,0.0,825.0,43996.0,0.0,-0.00498132,0.01126942,-1,66.5995,-0.05692212,-0.13776203,0.3402678,0.696834,0.357143,1.0,1
JCTCF,2020-09-03,200.0,7.73000002,7.73000002,0.0,0.0244,7.8248,49.2646,7.73000002,51.2955,-0.05075659,0.0,0.1632,0.0,92.8571,1,0.7001,7.73000002,-2394512.3112,8.1749,0.738044,0.1876,1,70.3411,40529.0,0,0.0,818.0,45514.0,0.0,-0.03254065,0.00507245,0,73.8044,0.10818249,0.0094384,0.3458315,0.703411,0.285714,0.928571,1
JCTCF,2020-09-04,100.0,7.55999994,7.55999994,0.0,-0.0001,7.7723,40.6281,7.55999994,47.2679,-0.07851761,0.0,0.1632,0.0,85.7143,1,0.8188,7.55999994,-2394512.3112,8.1817,0.423498,0.1631,1,60.9179,41242.0,0,0.0,802.0,49781.0,0.0,-0.02199225,0.00090353,0,42.3498,-0.42618868,-0.13396435,0.34682755,0.609179,0.214286,0.857143,1
JCTCF,2020-09-08,3200.0,7.51999998,7.51999998,0.0,-0.0195,7.7663,38.6624,7.88999987,45.4897,-0.03761961,0.0,0.1583,0.0,78.5714,1,0.8458,7.88999987,-2397736.3112,8.1892,0.130363,0.1388,1,43.0635,37365.0,0,0.0,717.0,28287.0,0.0,-0.005291,-0.00335294,0,13.0363,-0.69217564,-0.29308955,0.34312791,0.430635,0.142857,0.785714,1
JCTCF,2020-09-09,1000.0,7.51999998,7.51999998,0.0,-0.0321,7.6643,38.6624,7.63000011,43.8894,-0.03517939,0.0,0.1503,0.0,71.4286,1,0.7214,7.55000019,-2398776.3112,8.025,0.006667,0.1182,1,18.6843,36676.0,0,0.0,724.0,39175.0,0.0,0.0,0.00025879,0,0.6667,-0.94885819,-0.56612212,0.3434125,0.186843,0.071429,0.714286,1
JCTCF,2020-09-10,1600.0,7.51999998,7.51999998,0.0,-0.0396,7.5705,38.6624,7.63000011,42.4491,-0.03281658,0.0,0.1404,0.0,64.2857,1,0.3297,7.53999996,-2400349.3112,7.7353,0.0,0.1008,1,4.5677,36037.0,0,0.0,711.0,41038.0,0.0,0.0,-0.0034927,0,0.0,-1.0,-0.75553272,0.33957056,0.045677,0.0,0.642857,1
JCTCF,2020-09-11,1500.0,7.26999998,7.26999998,0.0,-0.0595,7.478,24.3065,7.51999998,38.8556,-0.08465433,0.0,0.1255,0.0,57.1429,-1,0.4206,7.51999998,-2401810.3112,7.6883,0.0,0.066,1,0.2222,35323.0,1,0.0,705.0,44782.0,0.0,-0.03324468,-0.00675027,0,0.0,0.0,-0.95135407,0.33217127,0.002222,1.0,0.571429,-1
JCTCF,2020-09-14,3900.0,7.26999998,7.26999998,0.0,-0.07,7.42,24.3065,7.42999983,35.6215,-0.08323382,0.0,0.108,0.0,50.0,-1,0.4898,7.38000011,-2405723.3112,7.6649,0.0,0.038,1,-0.0,36676.0,1,0.0,699.0,33892.0,0.0,0.0,-0.00722744,0,0.0,0.0,-1.0,0.3243024,0.0,1.0,0.5,-1
JCTCF,2020-09-15,1000.0,7.8499999,7.30999994,0.0,-0.0369,7.486,67.7353,7.8499999,35.221,-0.01124321,0.0,0.0988,0.0,42.8571,1,0.8544,7.30999994,-2404685.3112,7.9132,0.333333,0.0619,1,11.1111,38135.0,0,0.0,724.0,38498.0,0.0,0.07977991,0.0039494,0,33.3333,inf,inf,0.32857123,0.111111,0.928571,0.428571,-1
JCTCF,2020-09-16,1300.0,7.3499999,7.3499999,0.0,-0.047,7.452,41.8569,7.3499999,34.8606,-0.01023253,0.0,0.087,0.0,35.7143,0,0.8758,7.3499999,-2404685.3112,7.8899,0.37931,0.04,1,23.7548,39104.0,0,0.0,745.0,45962.0,0.0,-0.06369427,-0.00891675,0,37.931,0.13793114,1.13793414,0.31889523,0.237548,0.857143,0.357143,-1
JCTCF,2020-09-17,1200.0,7.69000006,7.38999987,0.0,-0.03,7.486,56.1099,7.73000002,36.1169,0.03603782,0.0,0.0795,0.0,28.5714,1,0.9566,7.38999987,-2403753.1348,7.9643,0.62069,0.0495,1,44.4444,39852.0,0,0.0,732.0,46269.0,0.0,0.04625852,-0.00395602,0,62.069,0.63636603,0.87096503,0.31464064,0.444444,0.785714,0.285714,-1
JCTCF,2020-09-18,10300.0,7.92999983,7.48999977,0.0,-0.0032,7.618,63.915,7.92999983,37.8737,0.04864205,0.0,0.0787,0.0,21.4286,1,1.0572,7.48999977,-2393495.1348,8.1466,0.62069,0.0756,1,54.023,40276.0,0,0.0,728.0,47751.0,0.0,0.03120933,0.00263011,0,62.069,0.0,0.21551872,0.31745806,0.54023,0.714286,0.214286,-1
JCTCF,2020-09-21,1100.0,7.86999989,7.51000023,0.0,0.0093,7.738,60.5501,7.86999989,39.4547,0.04174401,0.0,0.0811,0.0,14.2857,1,0.8384,7.55000019,-2392369.1348,8.1572,0.875788,0.0904,1,70.5722,41643.0,0,0.0,710.0,40814.0,0.0,-0.0075662,0.00410705,0,87.5788,0.41099099,0.30633619,0.32186917,0.705722,0.642857,0.142857,-1
JCTCF,2020-09-22,2800.0,7.9000001,7.57000017,0.0,0.0178,7.748,61.8068,7.9000001,40.9777,0.03860123,0.0,0.0855,0.0,7.1429,1,0.8632,7.57000017,-2389555.1348,8.1796,0.950501,0.1033,1,81.5659,43558.0,0,0.0,699.0,51899.0,0.0,0.00381197,0.00501385,0,95.0501,0.08530946,0.15577947,0.32727635,0.815659,0.571429,0.071429,-1
JCTCF,2020-09-23,1000.0,7.67000008,7.67000008,0.0,0.0067,7.812,47.3511,7.9000001,42.3483,0.03344746,0.0,0.0872,0.0,0.0,1,0.4384,7.88999987,-2390551.1348,8.0312,0.790007,0.0939,1,87.2098,43231.0,0,0.0,674.0,43677.0,0.0,-0.02911393,0.00196928,0,79.0007,-0.16885201,0.06919436,0.32941076,0.872098,0.5,0.0,-1
JCTCF,2020-09-24,400.0,7.88000011,7.51000023,1.0,0.012,7.85,58.4439,7.88000011,41.6577,-0.01630762,0.0,0.0902,0.0,71.4286,1,0.3692,7.51000023,-2390198.1348,8.0346,0.784386,0.1022,1,84.1631,43234.0,0,0.0,674.0,46286.0,0.0,0.0273794,0.00471698,0,78.4386,-0.00711513,-0.03493529,0.33453335,0.841631,0.428571,0.714286,1
JCTCF,2020-09-25,300.0,7.86999989,7.25,1.0,0.0133,7.838,57.72,7.86999989,38.552,-0.07455284,0.0,0.0935,0.0,64.2857,1,0.3388,7.25,-2389901.1348,8.0074,0.786243,0.1068,1,78.6879,43627.0,0,0.0,664.0,50504.0,0.0,-0.00126906,0.00782473,0,78.6243,0.00236746,-0.06505464,0.34307099,0.786879,1.0,0.642857,-1
JCTCF,2020-09-28,500.0,7.4000001,7.4000001,0.0,-0.0175,7.744,33.4091,7.78999996,35.757,-0.07249948,0.0,0.0891,0.0,57.1429,-1,0.7642,7.78999996,-2390440.1348,8.1261,0.690326,0.0716,1,75.3652,43482.0,0,0.0,652.0,38595.0,0.0,-0.05972043,0.00168219,0,69.0326,-0.12199409,-0.04222631,0.34492081,0.753652,0.928571,0.571429,-1
JCTCF,2020-09-29,800.0,7.46000004,7.36000013,0.0,-0.0329,7.656,37.6028,7.88999987,33.9576,-0.05032301,0.0,0.0809,0.0,50.0,-1,0.8002,7.36000013,-2390923.9272,8.0561,0.502564,0.0481,1,65.9711,41972.0,0,0.0,674.0,41326.0,0.0,0.0081081,-0.00503811,0,50.2564,-0.27199034,-0.12464772,0.33937134,0.659711,0.857143,0.5,-1
JCTCF,2020-09-30,1000.0,7.71000004,7.4000001,0.0,-0.0255,7.664,53.0145,7.88000011,32.3382,-0.04768888,0.0,0.0745,0.0,42.8571,-1,0.805,7.88000011,-2390644.8022,8.0665,0.424199,0.049,1,53.903,42622.0,0,0.0,635.0,48233.0,0.0,0.03351206,0.00467411,0,42.4199,-0.15593039,-0.1829301,0.34449393,0.53903,0.785714,0.428571,-1
JCTCF,2020-10-01,400.0,7.82999992,7.44999981,0.0,-0.0126,7.654,59.0789,7.82999992,30.8807,-0.04507054,0.0,0.0714,0.0,35.7143,-1,0.765,7.44999981,-2390267.8022,8.0365,0.649359,0.0587,1,52.5374,42931.0,0,0.0,636.0,48445.0,0.0,0.01556419,0.00180925,0,64.9359,0.53078862,-0.0253344,0.34648605,0.525374,0.714286,0.357143,-1
JCTCF,2020-10-02,2200.0,7.42000008,7.42000008,0.0,-0.0307,7.564,38.0852,7.44999981,29.1931,-0.05464902,0.0,0.0637,0.0,28.5714,-1,0.694,7.44999981,-2392461.8022,7.911,0.579403,0.033,1,55.0987,43071.0,0,0.0,646.0,51484.0,0.0,-0.05236269,-0.00657895,0,57.9403,-0.10773085,0.04875194,0.33922905,0.550987,0.642857,0.285714,-1
JCTCF,2020-10-05,2000.0,7.40999985,7.23000002,0.0,-0.0416,7.566,37.677,7.46000004,26.9641,-0.07635366,0.0,0.0533,0.0,21.4286,-1,0.6866,7.46000004,-2391307.6283,7.9093,0.430728,0.0117,1,55.3163,44814.0,0,0.0,659.0,40883.0,0.0,-0.00134774,-0.00597325,1,43.0728,-0.25660033,0.00394928,0.33268352,0.553163,1.0,0.214286,-1
JCTCF,2020-10-06,1600.0,7.53999996,7.53999996,0.0,-0.0386,7.5816,46.7938,7.65999985,25.4957,-0.05445759,0.0,0.0436,0.0,14.2857,1,0.6589,7.65999985,-2392954.6283,7.911,0.286542,0.005,1,43.2224,45276.0,0,0.0,634.0,44558.0,0.0,0.01754388,-0.00472894,0,28.6542,-0.33474954,-0.21863176,0.32753248,0.432224,0.928571,0.142857,-1
JCTCF,2020-10-07,9800.0,7.57999992,7.57999992,-1.0,-0.0324,7.5556,49.8145,7.9000001,25.8194,0.01269626,0.0,0.0355,0.0,7.1429,1,0.6087,7.65999985,-2402785.6283,7.8599,0.422936,0.0031,1,38.0069,46639.0,0,0.0,670.0,57777.0,0.0,0.00530503,-0.00118129,0,42.2936,0.47600003,-0.1206666,0.32625183,0.380069,0.857143,0.071429,-1
JCTCF,2020-10-08,5700.0,7.80999994,7.80000019,-1.0,-0.0125,7.5516,63.8354,7.8499999,26.1107,0.01128221,0.0,0.0324,0.0,0.0,1,0.58,7.80000019,-2406143.5434,7.8416,0.620584,0.0199,1,44.3354,47743.0,0,0.0,667.0,56171.0,0.0,0.03034301,-0.00091987,-1,62.0584,0.46732366,0.16650924,0.32525577,0.443354,0.785714,0.0,-1
JCTCF,2020-10-09,26600.0,8.35999966,7.78000021,0.0,0.0353,7.7392,80.2602,8.35999966,28.7482,0.10101223,0.0,0.0413,0.0,100.0,1,1.3412,7.82000017,-2379553.5434,8.4098,0.79602,0.0766,1,61.318,48851.0,-1,0.0,663.0,59241.0,0.0,0.0704225,0.00641869,-1,79.602,0.28269501,0.38304831,0.33219972,0.61318,0.714286,1.0,1
JCTCF,2020-10-12,1000.0,8.25,8.25,0.0,0.0562,7.9072,72.1839,8.25,31.1219,0.08256865,0.0,0.0553,0.0,92.8571,1,1.3548,8.25,-2379553.5434,8.5846,0.911327,0.1115,1,77.5977,51748.0,-1,0.0,674.0,46992.0,0.0,-0.01315785,0.01110879,-1,91.1327,0.1448544,0.26549627,0.34429472,0.775977,0.642857,0.928571,1
JCTCF,2020-10-13,1500.0,8.30000019,8.30000019,0.0,0.069,8.0596,73.7146,8.44999981,33.9131,0.08968604,0.0,0.0726,0.0,100.0,1,1.2334,8.30000019,-2381072.5434,8.6763,0.899267,0.1416,1,86.8871,53253.0,-1,0.0,681.0,55088.0,0.0,0.00606063,0.01085748,-1,89.9267,-0.01323345,0.11971231,0.35624742,0.868871,0.571429,1.0,1
JCTCF,2020-10-14,1700.0,8.48999977,8.06000042,0.0,0.0849,8.2416,79.1615,8.48999977,33.9512,0.00112346,0.0,0.0938,0.0,100.0,1,0.9208,8.06000042,-2379417.5434,8.702,0.899267,0.1787,1,90.3287,53817.0,-1,0.0,687.0,61725.0,0.0,0.02289152,0.00997366,-1,89.9267,0.0,0.03961002,0.36734636,0.903287,0.5,1.0,1
JCTCF,2020-10-15,9400.0,9.13000011,8.40999985,-1.0,0.1304,8.5056,88.8713,9.64999962,36.9885,0.08946076,0.0,0.1264,0.0,100.0,1,1.2894,8.40999985,-2377866.762,9.1503,0.850473,0.2567,1,88.3002,54966.0,-1,0.0,688.0,64214.0,0.0,0.07538285,0.01645861,-1,85.0473,-0.05425975,-0.02245687,0.38584459,0.883002,0.428571,1.0,1
JCTCF,2020-10-16,39700.0,9.80000019,9.13000011,0.0,0.1937,8.794,93.0863,9.86999989,40.0354,0.08237425,0.0,0.1748,0.0,100.0,1,2.3712,9.19999981,-2345656.6915,9.9796,0.894386,0.3684,1,88.1375,56681.0,-1,0.0,705.0,71248.0,0.0,0.07338445,0.02964402,-1,89.4386,0.05163362,-0.00184258,0.41971057,0.881375,0.357143,1.0,1
JCTCF,2020-10-19,20200.0,9.85000038,9.5,0.0,0.2248,9.114,93.3227,9.89000034,42.8063,0.06921125,0.0,0.231,0.0,100.0,1,2.5702,9.64000034,-2329628.3678,10.3991,0.887093,0.4557,1,87.7317,59421.0,-1,0.0,741.0,60753.0,0.0,0.00510206,0.02951637,-1,88.7093,-0.0081542,-0.00460417,0.45443033,0.877317,0.285714,1.0,1
JCTCF,2020-10-20,27900.0,10.35000038,9.82999992,0.0,0.2623,9.524,95.3195,10.68999958,46.2066,0.07943457,0.0,0.2965,0.0,100.0,1,2.5855,10.0,-2323778.3678,10.8167,0.936662,0.5588,1,90.6047,60350.0,-1,0.0,754.0,61592.0,0.0,0.05076142,0.03304115,-1,93.6662,0.05587802,0.03274757,0.49444342,0.906047,0.214286,1.0,1
JCTCF,2020-10-21,21300.0,11.0,10.69999981,0.0,0.3108,10.026,96.8501,11.25,49.6829,0.07523384,0.0,0.3743,0.0,100.0,1,2.4907,10.97999954,-2321822.4587,11.2713,0.920293,0.6851,1,91.4682,61969.0,-1,0.0,785.0,73056.0,0.0,0.06280189,0.03889988,-1,92.0293,-0.01747589,0.00953041,0.54310799,0.914682,0.142857,1.0,1
JCTCF,2020-10-22,13300.0,10.85000038,10.53999996,-1.0,0.312,10.37,88.5015,11.65999985,53.0539,0.06785031,0.0,0.4523,0.0,100.0,1,1.9784,11.35999966,-2327694.1359,11.3592,0.820866,0.7642,1,89.2607,63736.0,-1,0.0,809.0,76586.0,100.0,-0.01363633,0.03328297,-1,82.0866,-0.10803842,-0.02413407,0.58636538,0.892607,0.071429,1.0,1
JCTCF,2020-10-23,6600.0,11.03999996,10.60999966,0.0,0.3043,10.6179,89.8779,11.05000019,56.0878,0.05718524,0.0,0.5283,0.0,92.8571,1,1.8233,10.90999985,-2321398.9627,11.5295,0.768197,0.8326,1,83.6452,65040.0,-1,0.0,813.0,80376.0,0.0,0.01751148,0.02840704,-1,76.8197,-0.06416273,-0.06291123,0.62451442,0.836452,0.0,0.928571,1
JCTCF,2020-10-26,4900.0,10.60999966,10.60999966,0.0,0.2513,10.7699,67.1063,10.78999996,58.8183,0.0486826,0.0,0.5912,0.0,85.7143,1,1.0335,10.71000004,-2326310.9627,11.2866,0.606232,0.8425,1,73.1765,71084.0,0,0.0,831.0,69719.0,0.0,-0.0389493,0.02431511,-1,60.6232,-0.21083784,-0.12515602,0.65809582,0.731765,0.0,0.857143,1
JCTCF,2020-10-27,5100.0,9.93999958,9.93999958,0.0,0.1568,10.6879,44.9091,10.46000004,57.2033,-0.02745744,0.0,0.6304,0.0,78.5714,1,1.6125,10.46000004,-2331387.9627,11.4941,0.379618,0.7872,1,58.4683,73703.0,0,0.0,844.0,79924.0,0.0,-0.06314798,0.01649584,0,37.9618,-0.37380739,-0.20099622,0.68143205,0.584683,0.0,0.785714,1
JCTCF,2020-10-28,2200.0,10.11999989,9.73999977,0.0,0.0951,10.5119,50.4168,10.11999989,54.771,-0.04252027,0.0,0.6541,0.0,71.4286,1,1.6807,9.73999977,-2329205.9627,11.3522,0.208049,0.7492,1,39.7966,75797.0,0,0.0,838.0,87712.0,0.0,0.01810868,0.01612919,0,20.8049,-0.4519517,-0.31934741,0.70462598,0.397966,0.071429,0.714286,1
JCTCF,2020-10-29,2200.0,9.36999989,9.26000023,0.0,-0.0024,10.2159,33.1535,10.06999969,50.527,-0.07748626,0.0,0.6535,0.0,64.2857,1,2.2867,10.06999969,-2330819.3578,11.3592,0.086456,0.6511,1,22.4708,78218.0,0,0.0,874.0,93535.0,0.0,-0.07411067,0.00233715,0,8.6456,-0.58444405,-0.4353588,0.70804104,0.224708,0.0,0.642857,1
JCTCF,2020-10-30,400.0,8.93999958,8.93999958,0.0,-0.0968,9.796,26.6208,9.47999954,45.5529,-0.0984444,0.0,0.6293,0.0,57.1429,1,2.3342,9.47999954,-2331209.3578,10.9631,0.086456,0.5325,1,12.6987,80875.0,1,0.0,886.0,98975.0,0.0,-0.04589118,-0.00835527,0,8.6456,0.0,-0.43487993,0.69580375,0.126987,0.142857,0.571429,1
